"","ID_VIV","ID_HOG","ID_PER","ID_DEL","UPM","VIV_SEL","HOGAR","ND_TIPO","TD_TIPO","BPCOD","R_SEL","RESUL_H","SEXO","EDAD","AREAM_OCU","BP1_1","BP1_2C","BP1_3C","BP1_4","BP1_5","BP1_5A_1","BP1_5A_2","BP1_5A_3","BP1_5A_4","BP1_5A_9","BP1_6","BP1_7","BP1_8","BP1_9","BP1_10_1","BP1_10_2","BP1_10_9","BP1_11","BP1_12_1","BP1_12_2","BP1_12_3","BP1_12_4","BP1_12_5","BP1_12_9","BP1_13","BP1_14_1","BP1_14_2","BP1_14_3","BP1_14_4","BP1_14_9","BP1_15","BP1_16_1","BP1_16_2","BP1_16_3","BP1_16_4","BP1_16_9","BP1_17","BP1_18","BP1_19_1","BP1_19_2","BP1_19_3","BP1_19_4","BP1_19_5","BP1_19_6","BP1_19_7","BP1_19_8","BP1_20","BP1_21","BP1_22","BP1_23","BP1_24","BP1_25","BP1_26","BP1_27","BP1_28","BP1_29","BP1_30","BP1_31_01","BP1_31_02","BP1_31_03","BP1_31_04","BP1_31_05","BP1_31_06","BP1_31_07","BP1_31_08","BP1_31_99","BP1_32_1","BP1_32_2","BP1_32_3","BP1_32_4","BP1_32_5","BP1_32_9","BP1_33","BP1_34","BP1_35","BP1_36_01","BP1_36_02","BP1_36_03","BP1_36_04","BP1_36_05","BP1_36_06","BP1_36_07","BP1_36_08","BP1_36_09","BP1_36_10","BP1_36_11","BP1_36_99","BP2_1","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_99","BP3_2","BP4_1","BP5_1","BP5_1A_1","BP5_1A_2","BP5_1A_3","BP5_1A_4","BP5_2_1","BP5_2_2","BP5_2_3","BP5_3","BP6_1","BP6_2","BP6_3","BP7_1","FAC_DEL","FAC_DEL_AM","DOMINIO","ESTRATO","EST_DIS","UPM_DIS"
"31413","2500318.04","2500318.04.01","2500318.04.01.01","2500318.04.01.01.08.1","2500318","04","01",1,2,"08","01","A",2,"33",NA,"12","25","001",1,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"03",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000300","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000269",NA,"U",3,"0550","10892"
"31414","2500318.04","2500318.04.01","2500318.04.01.01","2500318.04.01.01.08.2","2500318","04","01",2,2,"08","01","A",2,"33",NA,"10","25","001",2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"03",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000269",NA,"U",3,"0550","10892"
"31415","2500325.02","2500325.02.01","2500325.02.01.01","2500325.02.01.01.06.1","2500325","02","01",1,2,"06","01","A",2,"33",NA,"04","25","001",3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0001000","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000484",NA,"U",2,"0549","10858"
"31416","2500325.02","2500325.02.01","2500325.02.01.01","2500325.02.01.01.06.2","2500325","02","01",2,2,"06","01","A",2,"33",NA,"03","25","001",2,2,NA,NA,NA,NA,NA,1,1,2,2,1,0,0,8,0,1,0,0,0,0,NA,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"05",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0004000","0000000",1,0,0,0,0,0,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000484",NA,"U",2,"0549","10858"
"31417","2500333.02","2500333.02.01","2500333.02.01.02","2500333.02.01.02.09.1","2500333","02","01",1,1,"09","02","A",1,"53",NA,"09","25","001",3,3,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,"000530",NA,"U",2,"0549","10850"
"31418","2500333.03","2500333.03.01","2500333.03.01.03","2500333.03.01.03.02.1","2500333","03","01",1,1,"02","03","A",2,"19",NA,"04","25","001",2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"03",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000600","0000000",1,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000265",NA,"U",2,"0549","10850"
"31419","2500333.05","2500333.05.01","2500333.05.01.01","2500333.05.01.01.03.1","2500333","05","01",1,1,"03","01","A",1,"63",NA,"06","25","001",9,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000265",NA,"U",2,"0549","10850"
"31420","2500333.05","2500333.05.01","2500333.05.01.01","2500333.05.01.01.09.1","2500333","05","01",1,1,"09","01","A",1,"63",NA,"01","25","001",1,2,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"07",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,3,NA,NA,NA,NA,"000530",NA,"U",2,"0549","10850"
"31421","2500343.02","2500343.02.01","2500343.02.01.01","2500343.02.01.01.07.1","2500343","02","01",1,1,"07","01","A",2,"56",NA,"08","25","001",2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000600","0000000",1,0,0,0,0,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000784",NA,"U",3,"0550","10901"
"31422","2500358.02","2500358.02.01","2500358.02.01.03","2500358.02.01.03.02.1","2500358","02","01",1,1,"02","03","A",1,"22",NA,"12","25","001",3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000186",NA,"C",1,"0557","10949"
"31423","2500358.02","2500358.02.01","2500358.02.01.03","2500358.02.01.03.04.1","2500358","02","01",1,1,"04","03","A",1,"22",NA,"04","25","001",2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0020000","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000186",NA,"C",1,"0557","10949"
"31424","2500358.02","2500358.02.01","2500358.02.01.03","2500358.02.01.03.10.1","2500358","02","01",1,1,"10","03","A",1,"22",NA,"12","25","001",1,1,0,0,1,0,0,1,1,1,2,1,0,0,5,0,1,0,0,0,0,NA,1,1,0,0,0,1,1,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"09",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000557",NA,"C",1,"0557","10949"
"31425","2500358.13","2500358.13.01","2500358.13.01.02","2500358.13.01.02.02.2","2500358","13","01",2,2,"02","02","A",2,"29",NA,"02","25","001",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"07",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0001000","0000000",1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000186",NA,"C",1,"0557","10949"
"31426","2500358.15","2500358.15.01","2500358.15.01.01","2500358.15.01.01.06.1","2500358","15","01",1,1,"06","01","A",2,"35",NA,"11","25","001",3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000800","0000000",0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000557",NA,"C",1,"0557","10949"
"31427","2500358.17","2500358.17.01","2500358.17.01.01","2500358.17.01.01.06.1","2500358","17","01",1,1,"06","01","A",2,"70",NA,"12","25","001",4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"07",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000300","0000000",1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000371",NA,"C",1,"0557","10949"
"31428","2500381.01","2500381.01.01","2500381.01.01.02","2500381.01.01.02.07.1","2500381","01","01",1,1,"07","02","A",1,"21",NA,"11","25","001",4,8,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"09",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000000","0000000",0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000592",NA,"U",3,"0550","10869"
"31429","2500381.05","2500381.05.01","2500381.05.01.01","2500381.05.01.01.08.1","2500381","05","01",1,1,"08","01","A",2,"62",NA,"08","25","001",1,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"09",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0006000","0000000",0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000296",NA,"U",3,"0550","10869"
"31430","2500385.04","2500385.04.01","2500385.04.01.01","2500385.04.01.01.10.1","2500385","04","01",1,1,"10","01","A",2,"25",NA,"08","25","001",1,2,0,0,1,0,0,1,1,2,1,0,1,0,5,0,0,0,0,1,0,NA,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"99",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,"0000000","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000288",NA,"U",3,"0550","10875"
"31431","2500385.04","2500385.04.01","2500385.04.01.01","2500385.04.01.01.11.1","2500385","04","01",1,3,"11","01","A",2,"25",NA,"11","25","001",3,2,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,3,0,0,0,0,1,0,NA,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,NA,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000288",NA,"U",3,"0550","10875"
"31432","2500420.04","2500420.04.01","2500420.04.01.02","2500420.04.01.02.09.1","2500420","04","01",1,1,"09","02","A",2,"30",NA,"08","25","001",2,2,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"07",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,0,0,3,NA,NA,NA,NA,"000701",NA,"U",4,"0551","10915"
"31433","2500453.04","2500453.04.01","2500453.04.01.03","2500453.04.01.03.09.1","2500453","04","01",1,1,"09","03","A",1,"24",NA,"01","25","001",3,3,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"03",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,"001314",NA,"U",4,"0551","10921"
"31434","2500453.05","2500453.05.01","2500453.05.01.02","2500453.05.01.02.09.1","2500453","05","01",1,1,"09","02","A",2,"52",NA,"09","25","001",1,2,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,"000985",NA,"U",4,"0551","10921"
"31435","2500463.01","2500463.01.01","2500463.01.01.01","2500463.01.01.01.05.1","2500463","01","01",1,1,"05","01","A",1,"44",NA,"02","25","001",1,1,NA,NA,NA,NA,NA,1,1,2,3,1,0,0,9,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,NA,0,1,0,0,0,0,0,0,2,NA,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0005000","0000000",1,0,1,1,0,0,1,1,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001312",NA,"U",3,"0550","10900"
"31436","2500470.02","2500470.02.01","2500470.02.01.01","2500470.02.01.01.04.1","2500470","02","01",1,1,"04","01","A",2,"35",NA,"08","25","001",4,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000254",NA,"U",3,"0550","10904"
"31437","2500480.05","2500480.05.01","2500480.05.01.04","2500480.05.01.04.09.1","2500480","05","01",1,1,"09","04","A",2,"19",NA,"12","25","001",1,2,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"03",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,0,0,3,NA,NA,NA,NA,"001338",NA,"U",2,"0549","10848"
"31438","2500503.05","2500503.05.01","2500503.05.01.01","2500503.05.01.01.02.1","2500503","05","01",1,1,"02","01","A",1,"66",NA,"02","25","001",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0002500","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000368",NA,"U",4,"0551","10908"
"31439","2500512.03","2500512.03.01","2500512.03.01.01","2500512.03.01.01.03.1","2500512","03","01",1,1,"03","01","A",1,"33",NA,"07","25","001",9,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0005000","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000346",NA,"U",4,"0551","10916"
"31440","2500512.03","2500512.03.01","2500512.03.01.01","2500512.03.01.01.09.1","2500512","03","01",1,1,"09","01","A",1,"33",NA,"12","25","001",3,3,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"0000000","0000000",0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,3,NA,NA,NA,NA,"000692",NA,"U",4,"0551","10916"
"31441","2500516.04","2500516.04.01","2500516.04.01.02","2500516.04.01.02.02.1","2500516","04","01",1,1,"02","02","A",2,"41",NA,"10","25","001",3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0005000","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000305",NA,"U",3,"0550","10867"
"31442","2500516.05","2500516.05.01","2500516.05.01.01","2500516.05.01.01.03.1","2500516","05","01",1,1,"03","01","A",1,"38",NA,"10","25","001",3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"04",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0002500","0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000305",NA,"U",3,"0550","10867"
"31443","2500564.09","2500564.09.01","2500564.09.01.03","2500564.09.01.03.05.1","2500564","09","01",1,1,"05","03","A",2,"80",NA,"08","25","001",2,4,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,9,1,0,0,0,0,0,2,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"05",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0000750","0000000",0,0,0,0,0,0,1,1,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000825",NA,"C",3,"0559","10959"
